monthly_hours,TariffRate,electricity_bill
551,8.1,4463.099999999999
709,8.5,6026.5
440,7.8,3432.0
495,8.5,4207.5
494,7.6,3754.4
426,7.8,3322.8
413,9.1,3758.3
462,9.3,4296.6
441,8.7,3836.7
442,8.1,3580.2
284,7.4,2101.6
445,7.8,3471.0
489,7.7,3765.3
687,9.1,6251.7
490,7.6,3724.0
626,9.3,5821.8
458,9.2,4213.599999999999
553,9.1,5032.3
397,8.1,3215.7
433,7.8,3377.4
704,8.2,5772.799999999999
458,8.5,3893.0
422,9.2,3882.4
365,7.9,2883.5
569,9.3,5291.700000000001
431,9.1,3922.1
611,7.8,4765.8
409,7.6,3108.4
468,8.8,4118.400000000001
516,8.8,4540.8
563,8.3,4672.900000000001
425,8.2,3484.9999999999995
370,7.4,2738.0
346,8.9,3079.4
451,9.1,4104.099999999999
636,8.2,5215.2
545,7.8,4251.0
511,8.4,4292.400000000001
411,8.3,3411.3
594,7.6,4514.4
600,8.7,5220.0
462,9.1,4204.2
374,7.8,2917.2
412,8.7,3584.4
508,7.8,3962.4
497,8.4,4174.8
633,7.8,4937.4
757,8.9,6737.3
422,7.6,3207.2
452,8.8,3977.6
574,8.8,5051.200000000001
545,8.1,4414.5
512,7.7,3942.4
634,9.2,5832.799999999999
428,8.1,3466.8
434,8.2,3558.8
575,8.7,5002.5
396,9.2,3643.2
414,8.9,3684.6
444,8.1,3596.4
534,9.2,4912.799999999999
445,7.4,3293.0
401,8.1,3248.1
459,9.2,4222.799999999999
587,7.6,4461.2
688,7.4,5091.2
332,9.1,3021.2
730,8.5,6205.0
557,7.6,4233.2
316,8.3,2622.8
673,7.4,4980.2
596,8.3,4946.8
543,7.8,4235.4
211,9.2,1941.2
383,7.6,2910.8
374,8.2,3066.8
404,8.8,3555.2000000000003
699,8.5,5941.5
306,7.4,2264.4
612,8.5,5202.0
327,9.1,2975.7
388,7.6,2948.8
533,8.3,4423.900000000001
544,8.8,4787.200000000001
418,7.7,3218.6
460,8.8,4048.000000000001
705,7.9,5569.5
518,7.9,4092.2
582,8.8,5121.6
612,8.4,5140.8
384,7.9,3033.6000000000004
485,8.8,4268.0
340,9.1,3094.0
660,8.9,5874.0
507,8.9,4512.3
595,8.3,4938.5
407,8.1,3296.7
701,8.3,5818.3
683,8.2,5600.599999999999
562,8.8,4945.6
384,8.3,3187.2000000000003
596,9.2,5483.2
612,8.3,5079.6
746,9.2,6863.2
653,8.9,5811.7
392,7.9,3096.8
490,8.3,4067.000000000001
665,8.2,5452.999999999999
537,7.8,4188.599999999999
381,8.1,3086.1
742,7.9,5861.8
539,8.1,4365.9
453,8.5,3850.5
581,9.1,5287.099999999999
665,9.3,6184.500000000001
674,7.6,5122.4
628,8.2,5149.599999999999
581,7.8,4531.8
600,8.4,5040.0
750,7.6,5700.0
550,7.8,4290.0
407,7.7,3133.9
528,7.4,3907.2
558,8.4,4687.2
472,8.3,3917.6
475,7.6,3610.0
520,8.8,4576.0
639,8.1,5175.9
497,7.8,3876.6
598,8.8,5262.400000000001
233,7.6,1770.8
553,8.3,4589.900000000001
314,9.2,2888.8
296,8.1,2397.6
596,8.7,5185.2
439,8.8,3863.2
555,9.1,5050.5
639,7.7,4920.3
652,8.9,5802.8
576,7.7,4435.2
642,7.9,5071.8
592,8.2,4854.4
500,8.8,4400.0
544,7.7,4188.8
577,8.9,5135.3
743,9.3,6909.900000000001
321,9.1,2921.1
510,8.8,4488.0
498,8.2,4083.6
347,9.2,3192.4
737,7.9,5822.3
645,8.1,5224.5
545,8.7,4741.5
378,8.4,3175.2000000000003
367,7.9,2899.3
524,8.5,4454.0
376,8.2,3083.2
753,8.8,6626.400000000001
284,8.7,2470.8
565,8.2,4633.0
477,9.1,4340.7
520,9.2,4784.0
488,8.9,4343.2
413,7.7,3180.1
511,9.1,4650.099999999999
387,8.3,3212.1000000000004
404,8.4,3393.6000000000004
218,7.9,1722.2
461,8.4,3872.4
748,8.8,6582.400000000001
704,8.5,5984.0
642,8.2,5264.4
554,7.7,4265.8
497,9.3,4622.1
337,7.8,2628.6
469,8.8,4127.200000000001
409,8.9,3640.1
206,9.2,1895.2
533,9.1,4850.3
414,8.5,3519.0
562,9.3,5226.6
384,7.4,2841.6000000000004
449,8.9,3996.1
543,8.4,4561.2
564,8.7,4906.799999999999
530,9.1,4823.0
407,8.7,3540.9
644,7.9,5087.6
542,8.2,4444.4
827,9.3,7691.1
251,9.1,2284.1
652,7.9,5150.8
554,8.1,4487.4
398,9.3,3701.4
608,9.2,5593.599999999999
556,7.8,4336.8
416,9.2,3827.2
532,8.4,4468.8
555,8.5,4717.5
505,7.6,3838.0
571,7.4,4225.400000000001
793,8.9,7057.700000000001
536,8.3,4448.8
700,8.5,5950.0
399,7.4,2952.6000000000004
716,7.4,5298.400000000001
574,9.1,5223.4
331,9.1,3012.1
591,9.1,5378.099999999999
490,9.1,4459.0
403,7.6,3062.8
513,9.3,4770.900000000001
515,7.6,3914.0
691,8.8,6080.8
701,8.4,5888.400000000001
483,7.7,3719.1
335,8.9,2981.5
290,7.9,2291.0
566,8.1,4584.599999999999
689,8.3,5718.700000000001
581,8.9,5170.900000000001
331,8.9,2945.9
543,7.7,4181.1
344,8.4,2889.6
717,8.2,5879.4
523,7.9,4131.7
321,9.2,2953.2
506,7.4,3744.4
473,7.6,3594.8
674,9.1,6133.4
449,7.4,3322.6000000000004
548,8.3,4548.400000000001
486,9.3,4519.8
727,9.2,6688.4
577,8.1,4673.7
529,9.3,4919.700000000001
379,8.8,3335.2000000000003
736,8.9,6550.400000000001
653,8.1,5289.3
534,8.7,4645.799999999999
429,8.3,3560.7000000000003
449,8.2,3681.8
569,8.4,4779.6
369,9.1,3357.9
417,8.1,3377.7
682,7.7,5251.400000000001
766,8.8,6740.8
298,7.8,2324.4
591,9.3,5496.3
573,8.7,4985.099999999999
568,8.7,4941.599999999999
513,7.6,3898.8
599,7.9,4732.1
685,8.4,5754.0
314,8.4,2637.6
555,9.2,5106.0
692,9.3,6435.6
432,9.2,3974.4
307,7.6,2333.2
380,8.9,3382.0
485,8.9,4316.5
565,8.7,4915.5
305,8.2,2501.0
370,9.3,3441.0000000000005
311,7.8,2425.8
548,8.5,4658.0
443,8.5,3765.5
671,7.6,5099.599999999999
584,8.9,5197.6
643,7.8,5015.4
538,7.9,4250.2
423,8.8,3722.4
538,7.7,4142.6
629,8.5,5346.5
302,8.8,2657.6000000000004
657,7.9,5190.3
682,9.2,6274.4
390,8.9,3471.0
510,9.3,4743.0
212,8.5,1802.0
377,8.5,3204.5
623,8.3,5170.900000000001
775,8.5,6587.5
465,7.8,3627.0
527,8.1,4268.7
256,8.3,2124.8
625,8.8,5500.0
461,8.5,3918.5
485,8.3,4025.500000000001
357,7.8,2784.6
663,7.9,5237.7
913,8.3,7577.900000000001
673,7.6,5114.8
348,9.2,3201.6
666,8.7,5794.2
607,9.2,5584.4
419,8.3,3477.7000000000003
426,8.4,3578.4
614,8.2,5034.799999999999
501,8.2,4108.2
301,7.9,2377.9
566,9.1,5150.599999999999
564,9.3,5245.200000000001
482,8.1,3904.2
544,7.6,4134.4
541,9.3,5031.3
386,7.7,2972.2000000000003
686,9.2,6311.2
522,9.3,4854.6
424,8.5,3604.0
275,8.4,2310.0
700,9.1,6370.0
620,8.3,5146.0
594,8.7,5167.799999999999
407,9.1,3703.7
444,9.2,4084.8
420,8.1,3402.0
636,9.3,5914.8
459,7.9,3626.1
566,7.4,4188.400000000001
544,7.8,4243.2
303,8.3,2514.9
349,7.4,2582.6
327,9.3,3041.1000000000004
504,7.6,3830.4
605,8.7,5263.5
742,8.9,6603.8
751,9.1,6834.099999999999
661,7.9,5221.900000000001
608,8.5,5168.0
682,7.4,5046.8
488,8.8,4294.400000000001
442,8.9,3933.8
366,8.4,3074.4
678,7.8,5288.4
413,7.8,3221.4
412,8.9,3666.8
756,8.8,6652.8
428,7.9,3381.2000000000003
397,8.9,3533.3
358,9.2,3293.6
418,9.1,3803.8
437,7.8,3408.6
533,7.6,4050.8
590,7.6,4484.0
632,9.3,5877.6
595,8.1,4819.5
651,8.8,5728.8
456,7.9,3602.4
638,8.4,5359.2
559,7.9,4416.1
592,7.8,4617.599999999999
432,7.8,3369.6
731,9.1,6652.099999999999
624,8.1,5054.4
739,7.7,5690.3
429,8.1,3474.9
535,7.9,4226.5
511,9.3,4752.3
430,8.5,3655.0
566,7.7,4358.2
572,8.1,4633.2
543,8.8,4778.400000000001
592,7.9,4676.8
438,8.2,3591.6
673,8.4,5653.2
477,8.8,4197.6
532,8.1,4309.2
216,7.7,1663.2
474,8.1,3839.4
672,7.7,5174.400000000001
553,8.9,4921.7
682,8.9,6069.8
550,8.5,4675.0
314,8.9,2794.6
651,8.5,5533.5
380,8.3,3154.0000000000005
666,8.1,5394.599999999999
397,7.4,2937.8
712,7.8,5553.599999999999
217,8.8,1909.6
668,7.7,5143.6
625,7.4,4625.0
573,8.1,4641.3
384,8.9,3417.6000000000004
356,9.3,3310.8
587,9.3,5459.1
292,7.6,2219.2
447,8.9,3978.3
618,9.2,5685.599999999999
534,9.3,4966.200000000001
463,8.2,3796.6
404,8.5,3434.0
520,7.9,4108.0
500,7.4,3700.0
595,7.9,4700.5
435,8.7,3784.5
672,9.1,6115.2
506,9.2,4655.2
349,8.2,2861.8
423,7.7,3257.1
513,8.7,4463.099999999999
623,7.7,4797.1
683,8.9,6078.7
640,9.1,5824.0
496,8.3,4116.8
546,8.7,4750.2
607,8.5,5159.5
618,7.6,4696.8
632,7.4,4676.8
458,8.2,3755.6
585,9.3,5440.5
557,8.4,4678.8
574,8.3,4764.200000000001
596,8.9,5304.400000000001
559,9.3,5198.700000000001
591,9.2,5437.2
396,9.1,3603.6
449,9.1,4085.9
599,8.4,5031.6
301,9.1,2739.1
478,8.7,4158.599999999999
569,8.9,5064.1
445,9.1,4049.5
543,8.3,4506.900000000001
608,8.7,5289.599999999999
588,8.8,5174.400000000001
510,8.2,4182.0
327,8.2,2681.4
470,8.3,3901.000000000001
577,9.2,5308.4
710,7.7,5467.0
479,8.3,3975.7
405,8.9,3604.5
685,7.8,5343.0
333,7.9,2630.7000000000003
266,8.3,2207.8
386,8.7,3358.2
470,9.1,4277.0
432,8.1,3499.2
387,9.3,3599.1000000000004
441,7.6,3351.6
666,7.7,5128.2
414,9.1,3767.4
437,8.9,3889.3
619,7.9,4890.1
556,7.6,4225.599999999999
467,8.9,4156.3
660,7.8,5148.0
328,8.3,2722.4
311,9.3,2892.3
483,7.8,3767.4
268,8.2,2197.6
812,7.8,6333.599999999999
572,8.7,4976.4
549,8.2,4501.799999999999
501,9.3,4659.3
615,7.4,4551.0
414,8.4,3477.6000000000004
754,9.3,7012.200000000001
400,9.2,3680.0
548,8.1,4438.8
414,7.9,3270.6000000000004
460,8.9,4094.0
536,8.1,4341.599999999999
472,7.7,3634.4
584,8.8,5139.200000000001
679,7.4,5024.6
309,9.2,2842.8
463,8.9,4120.7
318,7.6,2416.8
425,8.5,3612.5
568,8.2,4657.599999999999
361,8.3,2996.3
373,7.7,2872.1
659,8.7,5733.299999999999
536,7.9,4234.400000000001
483,8.5,4105.5
293,8.3,2431.9
477,9.2,4388.4
413,9.3,3840.9
531,8.9,4725.900000000001
652,9.2,5998.4
661,7.6,5023.599999999999
624,8.9,5553.6
503,7.9,3973.7
469,8.5,3986.5
453,8.7,3941.1
399,8.4,3351.6000000000004
634,8.8,5579.200000000001
525,8.2,4305.0
697,8.4,5854.8
654,8.8,5755.200000000001
598,9.2,5501.599999999999
614,7.8,4789.2
406,9.2,3735.2
754,9.2,6936.799999999999
750,7.7,5775.0
735,8.8,6468.000000000001
533,7.9,4210.7
527,8.5,4479.5
764,8.5,6494.0
493,8.5,4190.5
419,8.4,3519.6000000000004
411,7.7,3164.7000000000003
662,8.5,5627.0
326,9.2,2999.2
417,8.5,3544.5
571,8.9,5081.900000000001
626,7.9,4945.400000000001
519,8.1,4203.9
459,8.4,3855.6
651,7.9,5142.900000000001
295,8.9,2625.5
728,8.3,6042.400000000001
403,8.2,3304.6
395,7.6,3002.0
457,8.4,3838.8
354,9.3,3292.2000000000003
527,8.4,4426.8
332,8.8,2921.6000000000004
366,9.3,3403.8
357,7.7,2748.9
565,7.7,4350.5
459,8.1,3717.9
399,9.2,3670.8
526,7.6,3997.6
592,8.3,4913.6
546,7.4,4040.4
552,7.4,4084.8
580,8.8,5104.0
699,8.3,5801.700000000001
582,9.1,5296.2
580,7.9,4582.0
689,8.8,6063.200000000001
719,8.8,6327.200000000001
564,7.6,4286.4
316,7.7,2433.2000000000003
396,8.9,3524.4
711,9.1,6470.099999999999
531,9.1,4832.099999999999
717,9.2,6596.4
524,8.2,4296.799999999999
490,7.8,3822.0
845,7.6,6422.0
601,8.5,5108.5
549,7.6,4172.4
506,8.7,4402.2
435,8.5,3697.5
795,9.2,7313.999999999999
479,9.1,4358.9
668,8.5,5678.0
545,7.4,4033.0
588,8.2,4821.599999999999
605,8.4,5082.0
559,8.8,4919.200000000001
489,8.4,4107.6
638,9.2,5869.599999999999
631,8.2,5174.2
602,9.3,5598.6
389,8.8,3423.2000000000003
473,7.7,3642.1
559,8.2,4583.799999999999
703,8.3,5834.900000000001
674,8.1,5459.4
512,8.3,4249.6
521,7.4,3855.4
258,8.2,2115.6
369,9.2,3394.8
421,7.7,3241.7000000000003
672,8.7,5846.4
547,9.3,5087.1
584,8.2,4788.799999999999
500,8.9,4450.0
517,8.7,4497.9
321,8.4,2696.4
529,8.9,4708.1
547,8.7,4758.9
631,7.8,4921.8
597,8.2,4895.4
435,9.2,4002.0
464,8.2,3804.8
410,8.1,3321.0
432,7.9,3412.8
441,8.5,3748.5
562,8.4,4720.8
632,8.5,5372.0
420,7.4,3108.0
530,8.4,4452.0
347,7.7,2671.9
467,9.2,4296.4
408,7.7,3141.6
675,8.8,5940.000000000001
659,8.4,5535.6
429,8.9,3818.1
355,7.8,2769.0
520,9.3,4836.0
588,8.5,4998.0
428,9.2,3937.6
274,9.3,2548.2000000000003
636,7.7,4897.2
403,8.4,3385.2000000000003
502,8.9,4467.8
569,7.4,4210.6
223,8.8,1962.4
637,7.6,4841.2
543,8.9,4832.7
422,8.1,3418.2
601,7.4,4447.400000000001
486,8.5,4131.0
313,8.8,2754.4
587,8.8,5165.6
495,8.7,4306.5
778,9.1,7079.799999999999
607,7.8,4734.599999999999
629,8.1,5094.9
373,8.2,3058.6
431,8.9,3835.9
126,8.2,1033.1999999999998
628,7.6,4772.8
626,8.2,5133.2
432,8.7,3758.4
567,7.8,4422.599999999999
489,9.1,4449.9
552,8.7,4802.4
607,9.1,5523.7
629,7.8,4906.2
456,8.8,4012.8
369,7.9,2915.1
557,9.1,5068.7
611,8.4,5132.400000000001
593,8.1,4803.3
634,7.4,4691.6
587,8.4,4930.8
479,9.3,4454.700000000001
515,8.3,4274.5
391,9.1,3558.1
392,9.2,3606.4
333,8.8,2930.4
540,8.1,4374.0
436,7.9,3444.4
666,7.6,5061.599999999999
471,7.9,3720.9
406,8.2,3329.2
394,8.7,3427.8
591,8.7,5141.7
313,8.4,2629.2000000000003
564,7.8,4399.2
516,9.2,4747.2
576,7.6,4377.599999999999
637,8.3,5287.1
385,9.1,3503.5
233,9.2,2143.6
288,8.4,2419.2000000000003
707,7.4,5231.8
480,7.9,3792.0
539,8.8,4743.200000000001
343,8.7,2984.1
505,9.2,4646.0
566,9.2,5207.2
708,9.3,6584.400000000001
576,8.8,5068.8
673,8.1,5451.3
479,7.6,3640.4
437,8.8,3845.6
497,8.8,4373.6
369,9.3,3431.7000000000003
646,9.1,5878.599999999999
392,7.7,3018.4
507,7.9,4005.3
839,7.7,6460.3
641,8.8,5640.8
433,8.4,3637.2
650,7.6,4940.0
436,7.4,3226.4
496,7.9,3918.4
331,8.3,2747.3
421,9.2,3873.2
660,7.6,5016.0
461,8.2,3780.2
611,7.6,4643.599999999999
493,8.2,4042.6
432,9.1,3931.2
374,9.1,3403.4
549,8.5,4666.5
497,7.9,3926.3
450,7.4,3330.0
616,8.5,5236.0
573,8.5,4870.5
751,8.8,6608.8
609,8.9,5420.1
429,9.3,3989.7
453,8.3,3759.900000000001
385,8.5,3272.5
300,7.7,2310.0
715,8.2,5862.999999999999
468,7.4,3463.2000000000003
388,8.7,3375.6
511,8.2,4190.2
381,8.3,3162.3
548,8.4,4603.2
435,8.3,3610.500000000001
730,8.9,6497.0
693,7.9,5474.7
468,7.9,3697.2
288,7.8,2246.4
457,7.8,3564.6
523,9.1,4759.3
720,9.3,6696.000000000001
339,7.8,2644.2
575,9.1,5232.5
520,8.2,4264.0
402,8.4,3376.8
336,7.7,2587.2000000000003
606,9.2,5575.2
753,8.7,6551.099999999999
465,7.6,3534.0
441,7.9,3483.9
489,7.8,3814.2
446,8.2,3657.2
613,8.9,5455.7
530,7.8,4134.0
513,9.2,4719.599999999999
574,8.1,4649.4
682,9.1,6206.2
505,9.3,4696.5
492,7.8,3837.6
376,8.9,3346.4
527,7.4,3899.8
485,7.4,3589.0
460,7.4,3404.0
577,7.9,4558.3
545,7.7,4196.5
652,9.3,6063.6
529,7.4,3914.6
449,8.4,3771.6
297,7.6,2257.2
410,8.8,3608.000000000001
244,9.1,2220.4
590,8.2,4838.0
586,8.9,5215.400000000001
573,7.4,4240.2
480,7.4,3552.0
566,8.8,4980.8
297,7.7,2286.9
451,8.4,3788.4
681,8.2,5584.2
725,7.7,5582.5
587,7.9,4637.3
579,8.5,4921.5
468,7.7,3603.6
340,7.7,2618.0
437,8.5,3714.5
676,8.7,5881.2
565,7.8,4407.0
517,8.3,4291.1
583,9.1,5305.3
437,7.7,3364.9
519,8.3,4307.700000000001
516,7.7,3973.2
566,7.8,4414.8
660,8.5,5610.0
792,7.7,6098.400000000001
613,8.5,5210.5
668,8.3,5544.400000000001
567,7.4,4195.8
383,8.1,3102.3
627,9.1,5705.7
520,8.1,4212.0
418,8.2,3427.6
524,9.1,4768.4
491,7.8,3829.8
683,8.7,5942.099999999999
365,8.1,2956.5
652,8.4,5476.8
744,7.7,5728.8
526,8.3,4365.8
518,8.3,4299.400000000001
735,8.3,6100.500000000001
586,8.1,4746.599999999999
416,8.7,3619.2
493,9.3,4584.900000000001
698,9.3,6491.400000000001
322,8.3,2672.6000000000004
525,9.2,4830.0
320,7.6,2432.0
614,9.2,5648.799999999999
515,9.3,4789.5
560,7.7,4312.0
550,8.2,4510.0
619,8.8,5447.200000000001
481,9.2,4425.2
694,9.3,6454.200000000001
380,8.2,3115.9999999999995
371,8.8,3264.8
710,7.9,5609.0
705,9.2,6485.999999999999
480,7.8,3744.0
572,7.7,4404.400000000001
669,7.7,5151.3
470,8.8,4136.0
269,8.4,2259.6
397,7.7,3056.9
449,8.8,3951.2
798,8.8,7022.400000000001
449,7.7,3457.3
420,7.6,3192.0
643,9.2,5915.599999999999
298,7.4,2205.2000000000003
408,8.5,3468.0
582,8.7,5063.4
692,9.2,6366.4
374,9.3,3478.2000000000003
497,8.2,4075.4
681,7.8,5311.8
779,8.3,6465.700000000001
647,7.9,5111.3
476,9.3,4426.8
531,8.8,4672.8
735,9.2,6761.999999999999
522,8.7,4541.4
358,8.8,3150.4
585,9.1,5323.5
594,8.5,5049.0
584,9.3,5431.200000000001
506,9.1,4604.599999999999
520,7.7,4004.0
426,8.2,3493.2
643,9.1,5851.3
447,9.2,4112.4
476,8.1,3855.6
478,9.1,4349.8
536,8.4,4502.400000000001
423,8.1,3426.3
575,8.4,4830.0
782,9.2,7194.4
616,9.1,5605.599999999999
303,7.8,2363.4
385,7.4,2849.0
505,8.8,4444.0
649,7.7,4997.3
663,8.1,5370.3
537,9.2,4940.4
464,8.5,3944.0
399,9.3,3710.7
537,7.9,4242.3
598,8.4,5023.2
550,7.4,4070.0
620,8.2,5084.0
531,8.2,4354.2
399,8.5,3391.5
531,8.3,4407.3
792,7.4,5860.8
349,7.8,2722.2
448,8.5,3808.0
483,8.3,4008.900000000001
609,8.7,5298.299999999999
455,7.9,3594.5
324,9.1,2948.4
576,8.4,4838.400000000001
503,8.3,4174.900000000001
406,8.9,3613.4
592,8.4,4972.8
421,8.2,3452.2
768,8.7,6681.599999999999
714,8.8,6283.200000000001
411,8.7,3575.7
574,7.6,4362.4
372,7.9,2938.8
586,8.7,5098.2
700,8.1,5670.0
484,9.2,4452.799999999999
438,7.9,3460.2000000000003
425,7.6,3230.0
448,9.1,4076.8
672,7.9,5308.8
519,9.2,4774.799999999999
560,8.7,4872.0
401,8.5,3408.5
579,8.1,4689.9
646,7.7,4974.2
614,9.1,5587.4
374,7.4,2767.6
313,8.2,2566.6
413,8.4,3469.2000000000003
552,8.2,4526.4
506,8.5,4301.0
847,8.2,6945.4
582,8.1,4714.2
230,8.3,1909.0
630,8.5,5355.0
654,8.9,5820.6
639,9.3,5942.700000000001
392,7.4,2900.8
517,7.8,4032.6
597,8.8,5253.6
402,7.6,3055.2
457,8.9,4067.3
464,9.3,4315.200000000001
619,8.2,5075.799999999999
365,9.2,3357.9999999999995
563,8.1,4560.3
475,9.3,4417.5
533,9.3,4956.900000000001
431,8.8,3792.8
722,8.1,5848.2
710,7.6,5396.0
378,7.6,2872.8
589,7.4,4358.6
486,8.1,3936.6
560,9.2,5152.0
570,9.2,5244.0
542,7.6,4119.2
268,7.6,2036.8
535,9.1,4868.5
421,7.8,3283.8
451,8.2,3698.2
588,8.9,5233.2
435,8.1,3523.5
761,8.7,6620.7
678,8.3,5627.400000000001
550,8.8,4840.0
300,8.8,2640.0
588,7.8,4586.4
580,8.4,4872.0
605,7.9,4779.5
253,7.9,1998.7
481,8.7,4184.7
208,9.1,1892.8
498,8.3,4133.400000000001
428,8.7,3723.6
360,9.3,3348.0000000000005
264,7.9,2085.6
588,8.4,4939.2
511,7.6,3883.6
481,7.7,3703.7
339,8.3,2813.7000000000003
520,7.6,3952.0
661,8.8,5816.8
386,8.8,3396.8
418,8.3,3469.4
610,8.3,5063.0
572,9.1,5205.2
740,8.9,6586.0
305,7.7,2348.5
571,9.2,5253.2
244,8.8,2147.2000000000003
546,8.8,4804.8
648,9.3,6026.400000000001
617,7.7,4750.900000000001
717,8.5,6094.5
390,7.7,3003.0
541,8.4,4544.400000000001
560,8.8,4928.0
353,7.9,2788.7000000000003
685,7.9,5411.5
574,8.4,4821.6
505,7.7,3888.5
672,8.2,5510.4
598,8.7,5202.599999999999
285,7.9,2251.5
368,9.3,3422.4
415,8.2,3402.9999999999995
554,9.2,5096.799999999999
400,8.5,3400.0
529,7.6,4020.4
508,8.2,4165.599999999999
443,7.7,3411.1
456,7.6,3465.6
701,8.2,5748.2
744,8.3,6175.200000000001
402,9.2,3698.4
550,8.1,4455.0
406,7.8,3166.8
587,8.9,5224.3
474,9.1,4313.4
532,8.7,4628.4
712,8.7,6194.4
502,8.3,4166.6
803,7.6,6102.799999999999
463,8.3,3842.900000000001
588,7.7,4527.6
644,9.1,5860.4
216,9.3,2008.8
603,8.8,5306.400000000001
621,8.3,5154.3
325,8.5,2762.5
426,9.1,3876.6
658,8.8,5790.400000000001
151,8.7,1313.6999999999998
549,9.2,5050.799999999999
618,9.1,5623.8
589,9.2,5418.799999999999
288,9.1,2620.8
471,8.4,3956.4
560,8.4,4704.0
428,7.8,3338.4
601,8.3,4988.3
393,9.3,3654.9
472,8.1,3823.2
371,8.5,3153.5
258,7.9,2038.2
435,8.8,3828.000000000001
277,8.8,2437.6000000000004
600,7.4,4440.0
752,7.6,5715.2
644,9.3,5989.200000000001
585,7.7,4504.5
547,8.8,4813.6
600,9.3,5580.0
583,9.2,5363.599999999999
357,7.4,2641.8
448,8.8,3942.400000000001
466,8.3,3867.8
547,8.2,4485.4
777,8.4,6526.8
376,7.9,2970.4
732,7.4,5416.8
377,8.1,3053.7
431,8.1,3491.1
654,8.5,5559.0
457,8.2,3747.4
497,9.2,4572.4
424,7.7,3264.8
456,9.2,4195.2
594,7.4,4395.6
546,9.2,5023.2
591,8.3,4905.3
732,8.2,6002.4
428,8.4,3595.2000000000003
528,9.2,4857.599999999999
596,7.6,4529.599999999999
659,7.7,5074.3
333,9.2,3063.6
293,8.5,2490.5
514,7.7,3957.8
540,8.3,4482.0
517,7.7,3980.9
336,8.5,2856.0
683,9.1,6215.3
538,9.2,4949.599999999999
495,8.8,4356.0
360,8.2,2951.9999999999995
359,7.7,2764.3
702,8.4,5896.8
702,8.9,6247.8
367,8.4,3082.8
548,9.3,5096.400000000001
628,7.7,4835.6
612,9.2,5630.4
427,7.6,3245.2
532,8.9,4734.8
576,7.4,4262.400000000001
424,8.7,3688.8
760,8.5,6460.0
243,8.2,1992.6
442,9.2,4066.4
764,7.4,5653.6
551,8.4,4628.400000000001
525,8.1,4252.5
459,8.3,3809.7
691,7.4,5113.400000000001
653,7.7,5028.1
365,8.3,3029.5000000000005
380,8.7,3305.9999999999995
566,9.3,5263.8
639,8.8,5623.200000000001
562,8.3,4664.6
359,7.9,2836.1
619,8.9,5509.1
333,8.3,2763.9
402,9.1,3658.2
629,7.7,4843.3
297,9.3,2762.1000000000004
283,9.3,2631.9
588,9.1,5350.8
505,8.3,4191.5
526,7.4,3892.4
467,9.3,4343.1
502,8.8,4417.6
379,7.8,2956.2
772,8.5,6562.0
552,8.8,4857.6
599,8.9,5331.1
508,7.4,3759.2
462,8.2,3788.4
415,8.7,3610.5
330,7.4,2442.0
610,9.3,5673.0
473,8.5,4020.5
614,7.6,4666.4
604,8.5,5134.0
566,8.5,4811.0
563,7.9,4447.7
228,7.9,1801.2
412,7.9,3254.8
677,8.9,6025.3
484,8.9,4307.6
247,8.3,2050.1000000000004
671,7.9,5300.900000000001
876,7.7,6745.2
605,7.4,4477.0
771,7.7,5936.7
689,9.2,6338.799999999999
599,9.2,5510.799999999999
465,9.3,4324.5
590,7.8,4602.0
821,8.7,7142.7
549,7.4,4062.6
669,9.2,6154.799999999999
647,8.9,5758.3
368,9.1,3348.8
473,7.8,3689.4
496,8.8,4364.8
380,9.3,3534.0000000000005
579,7.7,4458.3
569,7.9,4495.1
319,8.1,2583.9
603,8.7,5246.099999999999
528,9.3,4910.400000000001
296,8.8,2604.8
331,8.5,2813.5
478,7.6,3632.8
296,8.3,2456.8
619,7.7,4766.3
761,8.9,6772.900000000001
697,8.5,5924.5
596,7.9,4708.400000000001
390,8.7,3392.9999999999995
450,8.8,3960.000000000001
688,8.2,5641.599999999999
612,9.3,5691.6
626,8.4,5258.400000000001
360,7.9,2844.0
336,8.2,2755.2
544,7.9,4297.6
581,8.4,4880.400000000001
637,7.9,5032.3
502,8.2,4116.4
623,8.9,5544.7
691,8.1,5597.099999999999
437,7.6,3321.2
510,8.9,4539.0
526,8.9,4681.400000000001
243,8.4,2041.2
522,7.6,3967.2
248,7.4,1835.2
466,8.7,4054.2
668,7.9,5277.2
432,7.7,3326.4
460,7.7,3542.0
824,7.4,6097.6
386,8.2,3165.2
318,9.2,2925.6
529,8.1,4284.9
543,8.5,4615.5
486,9.1,4422.599999999999
543,7.6,4126.8
491,8.3,4075.3
310,8.2,2542.0
694,8.3,5760.200000000001
608,8.4,5107.2
442,7.6,3359.2
529,9.2,4866.799999999999
474,8.8,4171.200000000001
329,8.8,2895.2000000000003
495,9.2,4554.0
601,8.2,4928.2
643,8.5,5465.5
720,8.1,5832.0
767,8.5,6519.5
574,9.2,5280.799999999999
561,9.1,5105.099999999999
487,8.2,3993.4
618,7.4,4573.2
716,8.3,5942.8
648,7.6,4924.8
562,8.9,5001.8
604,8.3,5013.200000000001
455,7.4,3367.0
510,9.2,4692.0
625,8.1,5062.5
600,8.9,5340.0
282,9.1,2566.2
311,8.1,2519.1
553,7.6,4202.8
471,8.9,4191.900000000001
550,7.9,4345.0
373,7.8,2909.4
